Partner,Year,Month,NetWeight,TradeValue,CumulativeNetWeight,CumulativeTradeValue,UnitValue,CumulativeUnitValue
total,2018,1,0.27922199999999997,0.30105400000000004,0.27922199999999997,0.30105400000000004,1.0781886814076258,1.0781886814076258
total,2018,2,0.312856,0.33759799999999995,0.592078,0.638652,1.0790843071572862,1.0786619330561176
total,2018,3,0.125139,0.126818,0.717217,0.76547,1.0134170802068099,1.0672781041163275
total,2018,4,0.19109500000000001,0.208272,0.908312,0.973742,1.0898872288652242,1.072034719347537
total,2018,5,0.105549,0.123006,1.013861,1.096748,1.1653923770002559,1.0817538104335802
total,2018,6,0.191438,0.191041,1.2052990000000001,1.287789,0.997926221544312,1.0684394494644067
total,2018,7,0.34573299999999996,0.340131,1.551032,1.62792,0.9837967448869505,1.0495721558291513
total,2018,8,0.151175,0.14769100000000002,1.702207,1.775611,0.9769538614188855,1.0431228399366235
total,2018,9,0.08208,0.078918,1.784287,1.854529,0.9614766081871345,1.039366985243966
total,2018,10,0.248176,0.22708099999999998,2.032463,2.08161,0.9149998388240602,1.0241810060010932
total,2018,11,0.072028,0.06911,2.104491,2.15072,0.9594879768978731,1.0219668318847648
total,2018,12,0.13264199999999998,0.12875399999999998,2.237133,2.279474,0.9706880173700637,1.0189264563170808
total,2019,1,0.284669,0.26912200000000003,0.284669,0.26912200000000003,0.9453856935598889,0.9453856935598889
total,2019,2,0.068092,0.066814,0.352761,0.335936,0.9812312753333725,0.9523048182763968
total,2019,3,0.164296,0.163622,0.517057,0.499558,0.9958976481472464,0.9661565359331756
total,2019,4,0.09212600000000001,0.087602,0.609183,0.58716,0.9508933417276337,0.9638483017418411
total,2019,5,0.25764,0.234531,0.866823,0.821691,0.9103050768514206,0.9479340072886852
total,2019,6,0.146146,0.139509,1.012969,0.9612,0.9545865093810298,0.9488937963550711
total,2019,7,0.130388,0.12409,1.143357,1.08529,0.951698009019235,0.9492135877070768
total,2019,8,0.150356,0.146499,1.293713,1.231789,0.9743475484849291,0.9521346697451445
total,2019,9,0.17741400000000002,0.164021,1.471127,1.39581,0.9245099033898113,0.9488031964609445
